Nature mutation;Valeur fonciere;Code postal;Code type local;Surface reelle bati;Nombre pieces principales;Surface terrain
Vente;15000.0;18600;4;608;0;576
Vente;107250.0;18200;4;1730;0;3084
Vente;125000.0;18130;4;178;0;688
Vente;125000.0;18130;4;1200;0;688
Vente;45000.0;18600;4;192;0;373
Vente;20000.0;18200;4;336;0;4010
Vente;350000.0;18200;4;299;0;832
Vente;350000.0;18200;4;194;0;832
Vente;350000.0;18200;4;698;0;832
Vente;1540000.0;18170;4;600;0;3937
Vente;165000.0;18370;4;510;0;3725
Vente;165000.0;18370;4;356;0;3725
Vente;69000.0;18150;4;118;0;249
Vente;60000.0;18270;4;300;0;1845
Vente;15000.0;18160;4;79;0;64
Vente;4000.0;18270;4;119;0;754
Vente;58000.0;18200;4;67;0;0
Vente;50000.0;18600;4;110;0;126
Vente;220000.0;18200;4;58;0;314
Vente;165000.0;18600;4;110;0;126
Vente;40000.0;18600;4;1650;0;660
Vente;40000.0;18600;4;1650;0;1007
Vente;40000.0;18600;4;2890;0;1313
Vente;4000.0;18150;4;45;0;96
Vente;7000.0;18370;4;50;0;65
Vente;40900.0;18320;4;175;0;653
Vente;40900.0;18320;4;175;0;1160
Vente;163200.0;18200;4;40;0;1417
Vente;163200.0;18200;4;40;0;1870
Vente;32500.0;18150;4;125;0;1099
Vente;25000.0;18210;4;82;0;567
Vente;200000.0;18210;4;280;0;404
Vente;200000.0;18210;4;60;0;90
Vente;200000.0;18210;4;463;0;5738
Vente;200000.0;18210;4;463;0;6730
Vente;14000.0;18320;4;0;0;0
Vente;7000.0;18600;4;40;0;40
Vente;32000.0;18350;4;80;0;256
Vente;60000.0;18360;4;86;0;630
Vente;60000.0;18360;4;127;0;630
Vente;50000.0;18130;4;40;0;11
Vente;85000.0;18210;4;0;0;5
Vente;44000.0;18200;4;60;0;72
Vente;206377.0;18200;4;39;0;0
Vente;33000.0;18150;4;0;0;10
Adjudication;75000.0;18200;4;245;0;869
Vente;10000.0;18600;4;52;0;287
Vente;10000.0;18600;4;173;0;287
Adjudication;15000.0;18200;4;176;0;315
Adjudication;15000.0;18200;4;530;0;499
Vente;3000.0;18200;4;552;0;700
Vente;139232.0;18200;4;19;0;0
Vente;147600.0;18200;4;146;0;0
Vente;25000.0;18350;4;30;0;673
Vente;75000.0;18170;4;0;0;5
Vente;22000.0;18190;4;0;0;8329
Vente;130000.0;18130;4;114;0;878
Vente;17000.0;18190;4;0;0;8329
Vente;119688.0;18200;4;19;0;0
Vente;119688.0;18200;4;19;0;0
Vente;30000.0;18190;4;84;0;541
Vente;70000.0;18600;4;242;0;1201
Vente;49500.0;18200;4;360;0;408
Vente;119688.0;18200;4;19;0;0
Vente;94700.0;18200;4;520;0;900
Vente;119688.0;18200;4;19;0;0
Vente;26000.0;18130;4;164;0;234
Vente;23000.0;18200;4;46;0;600
Vente;90000.0;18200;4;7500;0;8915
Vente;10000.0;18370;4;84;0;312
Vente;75000.0;18150;4;55;0;644
Vente;75000.0;18150;4;40;0;644
Vente;75000.0;18150;4;80;0;644
Vente;75000.0;18150;4;49;0;644
Vente;55000.0;18190;4;0;0;8329
Vente;45000.0;18200;4;69;0;119
Vente;119688.0;18200;4;19;0;0
Vente;119688.0;18200;4;19;0;0
Vente;150000.0;18200;4;90;0;60
Vente;119688.0;18200;4;19;0;0
Vente;29000.0;18410;4;100;0;136
Vente;165000.0;18240;4;54;0;1744
Vente;75800.0;18240;4;82;0;280
Vente;42000.0;18410;4;168;0;375
Vente;85000.0;18300;4;90;0;2965
Vente;85000.0;18300;4;90;0;2200
Vente;85000.0;18300;4;1240;0;2200
Vente;85000.0;18300;4;1240;0;2965
Vente;141000.0;18240;4;43;0;14
Vente;38000.0;18300;4;36;0;584
Vente;40000.0;18380;4;0;0;110
Vente;90000.0;18300;4;475;0;1478
Vente;80000.0;18300;4;0;0;1290
Vente;80000.0;18300;4;133;0;1290
Vente;90000.0;18410;4;37;0;127
Vente;90000.0;18410;4;550;0;220
Vente;251500.0;18300;4;61;0;374
Vente;55000.0;18300;4;72;0;75
Vente;10000.0;18410;4;805;0;781
Vente;40000.0;18410;4;150;0;555
Vente;235000.0;18240;4;125;0;13866
Vente;320000.0;18410;4;294;0;0
Vente;320000.0;18700;4;193;0;606
Vente;320000.0;18700;4;208;0;606
Vente;90000.0;18300;4;95;0;135
Vente;2500000.0;18700;4;0;0;16650
Vente;2500000.0;18700;4;0;0;640
Vente;25000.0;18410;4;91;0;150
Vente;140000.0;18240;4;15;0;834
Vente;140000.0;18240;4;15;0;143
Vente;140000.0;18240;4;15;0;2138
Vente;60000.0;18300;4;34;0;50
Vente;39000.0;18300;4;72;0;124
Vente;108000.0;18700;4;1314;0;9499
Vente;108000.0;18700;4;1314;0;5228
Vente;25000.0;18320;4;148;0;542
Vente;4500.0;18140;4;110;0;347
Vente;60000.0;18300;4;202;0;268
Vente;95000.0;18300;4;1300;0;545
Vente;95000.0;18300;4;1300;0;2788
Vente;64000.0;18700;4;105;0;105
Vente;40000.0;18300;4;217;0;0
Vente;40000.0;18300;4;200;0;191
Vente;50000.0;18260;4;475;0;382
Vente;1313280.0;18410;4;0;0;51425
Vente;1313280.0;18410;4;0;0;5
Vente;30000.0;18410;4;100;0;136
Vente;55000.0;18240;4;81;0;706
Vente;170000.0;18140;4;18;0;398
Vente;70000.0;18380;4;216;0;625
Vente;200000.0;18300;4;100;0;2031
Vente;200000.0;18300;4;350;0;2031
Vente;200000.0;18300;4;800;0;2031
Vente;60000.0;18240;4;220;0;2000
Vente;95000.0;18240;4;24;0;160
Vente;50000.0;18260;4;100;0;518
Vente;54000.0;18300;4;60;0;110
Vente;8000.0;19220;4;81;0;185
Vente;82000.0;19460;4;934;0;500
Vente;82000.0;19460;4;934;0;2294
Vente;15000.0;19260;4;35;0;78
Vente;35000.0;19300;4;100;0;79
Vente;35000.0;19170;4;40;0;43
Vente;1.0;19370;4;595;0;2114
Vente;140000.0;19460;4;2984;0;1738
Vente;140000.0;19460;4;240;0;1518
Vente;140000.0;19460;4;240;0;3326
Vente;135506.77;19390;4;815;0;1500
Vente;135506.77;19390;4;815;0;5809
Vente;135506.77;19390;4;814;0;3262
Vente;25000.0;19390;4;150;0;1640
Vente;25000.0;19390;4;150;0;1000
Vente;54000.0;19200;4;175;0;407
Vente;200000.0;19470;4;600;0;600
Vente;200000.0;19470;4;600;0;664
Vente;335000.0;19000;4;1232;0;2125
Vente;4700.0;19380;4;460;0;1566
Vente;85000.0;19220;4;200;0;1871
Vente;85000.0;19220;4;200;0;1384
Vente;210000.0;19200;4;29;0;149
Vente;210000.0;19200;4;82;0;149
Vente;43000.0;19450;4;75;0;1897
Vente;43000.0;19450;4;878;0;1105
Vente;43000.0;19450;4;878;0;1897
Vente;43000.0;19450;4;75;0;1105
Vente;280000.0;19300;4;9288;0;9816
Vente;40000.0;19110;4;165;0;918
Vente;52500.0;19110;4;727;0;1283
Vente;200000.0;19800;4;3133;0;3133
Vente;200000.0;19800;4;2838;0;1838
Vente;200000.0;19800;4;2838;0;1000
Vente;45000.0;19200;4;131;0;94
Vente;30000.0;19260;4;62;0;291
Vente;30000.0;19260;4;32;0;32
Vente;30000.0;19260;4;64;0;64
Vente;80000.0;19200;4;340;0;492
Vente;40000.0;19110;4;636;0;2412
Vente;40000.0;19110;4;80;0;2412
Vente;1.0;19700;4;85;0;207
Vente;127000.0;19000;4;62;0;212
Vente;35000.0;19000;4;42;0;0
Vente;35000.0;19400;4;20;0;113
Vente;70400.0;19380;4;290;0;440
Vente;55000.0;19000;4;160;0;129
Vente;124207.03;19300;4;0;0;1284
Vente;100000.0;19400;4;8110;0;4736
Vente;105000.0;19220;4;9400;0;20470
Vente;105000.0;19220;4;475;0;500
Vente;105000.0;19220;4;475;0;12210
Vente;5000.0;19400;4;80;0;53
Vente;60000.0;19000;4;630;0;653
Vente;30000.0;19380;4;1230;0;2680
Vente;24000.0;19000;4;123;0;0
Vente;24000.0;19000;4;495;0;0
Vente;60000.0;19200;4;100;0;169
Vente;19500.0;19140;4;36;0;83
Vente;230000.0;19400;4;25;0;960
Vente;110000.0;19140;4;57;0;339
Vente;140000.0;19200;4;25;0;81
Vente;140000.0;19200;4;39;0;81
Vente;150000.0;19400;4;900;0;2058
Vente;10000.0;19290;4;54;0;128
Vente;17000.0;19490;4;75;0;56
Vente;35000.0;19110;4;66;0;428
Vente;70200.0;19000;4;95;0;0
Vente;70200.0;19000;4;15;0;0
Vente;720000.0;19400;4;2121;0;2121
Vente;720000.0;19400;4;8601;0;11112
Vente;190000.0;19200;4;40;0;5359
Vente;190000.0;19200;4;1822;0;5359
Vente;49150.0;19000;4;50;0;54
Vente;62000.0;19260;4;150;0;0
Vente;78000.0;19200;4;105;0;0
Vente;78000.0;19200;4;150;0;0
Vente;78000.0;19200;4;60;0;0
Vente;30000.0;19260;4;30;0;43
Vente;450000.0;19490;4;1806;0;1759
Vente;600000.0;19300;4;785;0;7614
Vente;15000.0;19490;4;27;0;514
Vente;213000.0;19320;4;241;0;823
Vente;30000.0;19800;4;320;0;585
Vente;100000.0;19200;4;0;0;2111
Vente;100000.0;19200;4;554;0;2111
Vente;135000.0;19000;4;62;0;0
Vente;34000.0;19220;4;209;0;488
Vente;1.0;19400;4;160;0;1497
Vente;80000.0;19000;4;18;0;79
Vente;80000.0;19000;4;165;0;79
Vente;80000.0;19000;4;128;0;79
Vente;10000.0;19000;4;40;0;0
Vente;58000.0;19000;4;50;0;46
Vente;80000.0;19170;4;480;0;1286
Vente;238000.0;19110;4;835;0;2262
Vente;80000.0;19200;4;0;0;323
Vente;87000.0;19380;4;162;0;974
Vente;87000.0;19380;4;345;0;974
Vente;32000.0;19000;4;117;0;0
Vente;60000.0;19200;4;300;0;186
Vente;60000.0;19200;4;50;0;938
Vente;66500.0;19220;4;118;0;115
Vente;17000.0;19000;4;65;0;86
Vente;700000.0;19400;4;910;0;722
Vente;700000.0;19400;4;911;0;722
Vente;700000.0;19400;4;911;0;777
Vente;700000.0;19400;4;910;0;777
Vente;90000.0;19000;4;845;0;1941
Vente;185850.0;19700;4;0;0;1487
Vente;1.0;19330;4;300;0;1287
Vente;162000.0;19800;4;400;0;1524
Vente;162000.0;19800;4;400;0;1000
Vente;30000.0;19170;4;8100;0;1560
Vente;45000.0;19200;4;89;0;444
Vente;105000.0;19300;4;46;0;800
Vente;21000.0;19330;4;337;0;575
Vente;21000.0;19330;4;337;0;500
Vente;9000.0;19510;4;130;0;3811
Vente;9000.0;19510;4;130;0;439
Vente;77000.0;19400;4;36;0;58
Vente;14000.0;19200;4;0;0;2270
Vente;35000.0;19140;4;32;0;0
Vente;125000.0;19400;4;0;0;2000
Vente;800000.0;19200;4;2350;0;5842
Vente;300000.0;19700;4;209;0;895
Vente;300000.0;19700;4;23;0;895
Vente;300000.0;19700;4;23;0;500
Vente;300000.0;19700;4;209;0;500
Vente;2000.0;19400;4;0;0;7630
Vente;80000.0;19200;4;14;0;0
Vente;80000.0;19200;4;18;0;0
Vente;150000.0;19000;4;3552;0;5218
Vente;70000.0;19110;4;208;0;218
Vente;195000.0;19200;4;1982;0;970
Vente;195000.0;19200;4;2543;0;1500
Vente;195000.0;19200;4;1982;0;1500
Vente;195000.0;19200;4;2543;0;970
Vente;71350.0;19110;4;163;0;221
Vente;25120.0;19250;4;129;0;500
Vente;25120.0;19250;4;129;0;2430
Vente;115000.0;19110;4;185;0;389
Vente;28500.0;19330;4;450;0;1779
Vente;1.0;19800;4;133;0;666
Vente;75000.0;19000;4;135;0;176
Vente;100000.0;19160;4;13500;0;1508
Vente;100000.0;19160;4;13500;0;13292
Vente;100000.0;19160;4;13500;0;1500
Vente;290000.0;19150;4;128;0;3645
Vente;68000.0;19000;4;140;0;0
Vente;115000.0;19170;4;210;0;145
Vente;80000.0;19470;4;70;0;379
Vente;80000.0;19470;4;70;0;500
Vente;80000.0;19470;4;310;0;1597
Vente;33000.0;19150;4;90;0;146
Vente;45000.0;19110;4;0;0;2415
Vente;45000.0;19110;4;361;0;2415
Vente;45000.0;19110;4;0;0;2000
Vente;45000.0;19110;4;361;0;2000
Vente;1509068.0;19200;4;2645;0;24935
Vente;3790.0;19450;4;0;0;7
Vente;3790.0;19300;4;0;0;6
Vente;3790.0;19300;4;0;0;28
Vente;3790.0;19300;4;0;0;13
Vente;3790.0;19700;4;0;0;4
Vente;3790.0;19700;4;0;0;4
Vente;3790.0;19160;4;0;0;12
Vente;3790.0;19550;4;0;0;11
Vente;3790.0;19550;4;0;0;11
Vente;3790.0;19320;4;0;0;10
Vente;3790.0;19320;4;0;0;16
Vente;3790.0;19700;4;0;0;5
Vente;3790.0;19700;4;0;0;6
Vente;3790.0;19700;4;0;0;7
Vente;3790.0;19700;4;0;0;9
Vente;3790.0;19700;4;0;0;6
Vente;3790.0;19320;4;0;0;7
Vente;3790.0;19700;4;0;0;6
Vente;3790.0;19700;4;0;0;8
Vente;3790.0;19700;4;0;0;17
Vente;3790.0;19700;4;0;0;8
Vente;120000.0;19160;4;490;0;725
Vente;120000.0;19000;4;1345;0;6003
Vente;71050.0;19000;4;24;0;0
Vente;30000.0;19200;4;84;0;271
Vente;75000.0;19110;4;41;0;123
Vente;25000.0;19490;4;300;0;0
Vente;228000.0;19800;4;290;0;1575
Vente;228000.0;19800;4;208;0;1575
Vente;1200000.0;19120;4;50;0;5690
Vente;1200000.0;19120;4;51;0;5690
Vente;1200000.0;19120;4;2427;0;5690
Vente;19000.0;19170;4;21;0;79
Vente;50000.0;19320;4;298;0;536
Vente;220000.0;19340;4;139;0;261
Vente;11000.0;19250;4;28;0;84
Vente;69700.0;19140;4;50;0;128
Vente;171000.0;19200;4;90;0;4500
Vente;171000.0;19200;4;90;0;910
Vente;171000.0;19200;4;90;0;1000
Vente;35000.0;19200;4;74;0;120
Vente;88000.0;19380;4;338;0;1000
Vente;88000.0;19380;4;338;0;2405
Vente;25000.0;19700;4;280;0;937
Vente;155000.0;19200;4;340;0;0
Vente;90000.0;19800;4;200;0;1005
Vente;90000.0;19800;4;200;0;1000
Vente;40000.0;19330;4;215;0;1591
Vente;40000.0;19330;4;215;0;500
Vente;217000.0;19100;4;26;0;469
Vente;2200000.0;19240;4;17395;0;2253
Vente;81150.0;19350;4;28;0;72
Vente;280000.0;19100;4;50;0;72
Vente;274450.0;19270;4;420;0;975
Vente;184000.0;19100;4;49;0;116
Echange;24.6;19120;4;0;0;4
Vente;73000.0;19500;4;33;0;110
Vente;10000.0;19130;4;48;0;40
Vente;1800000.0;19100;4;6535;0;9235
Vente;1.0;19360;4;879;0;0
Vente;1.0;19360;4;732;0;0
Vente;150000.0;19100;4;230;0;514
Vente;350000.0;19100;4;5050;0;5915
Vente;450000.0;19100;4;742;0;5319
Vente;450000.0;19100;4;853;0;5319
Vente;450000.0;19100;4;405;0;5319
Vente;450000.0;19100;4;157;0;5319
Vente;450000.0;19100;4;214;0;5319
Vente;450000.0;19100;4;554;0;5319
Vente;185000.0;19100;4;107;0;416
Vente;120000.0;19350;4;196;0;302
Vente;120000.0;19100;4;200;0;591
Vente;80000.0;19230;4;130;0;538
Vente;130000.0;19240;4;100;0;500
Vente;130000.0;19240;4;100;0;2144
Vente;99000.0;19130;4;388;0;619
Vente;99000.0;19130;4;40;0;619
Vente;165000.0;19100;4;133;0;538
Vente;270000.0;19100;4;100;0;476
Vente;77000.0;19240;4;135;0;729
Vente;400000.0;19100;4;100;0;717
Vente;400000.0;19100;4;63;0;717
Vente;400000.0;19100;4;130;0;717
Vente;400000.0;19100;4;32;0;717
Vente;80000.0;19100;4;84;0;0
Vente;110000.0;19100;4;160;0;160
Vente;145000.0;19100;4;146;0;0
Vente;80000.0;19240;4;62;0;104
Vente;146000.0;19100;4;40;0;0
Vente;219000.0;19190;4;66;0;859
Vente;92000.0;19190;4;320;0;1183
Vente;85000.0;19100;4;264;0;1378
Vente;152000.0;19100;4;0;0;660
Vente;35000.0;19130;4;206;0;130
Vente;85000.0;19100;4;98;0;71
Vente;85000.0;19100;4;85;0;71
Vente;210130.0;19100;4;187;0;347
Vente;115000.0;19100;4;50;0;75
Vente;585000.0;19100;4;298;0;349
Vente;170000.0;19100;4;423;0;423
Vente;105000.0;19190;4;45;0;76
Vente;385000.0;19360;4;828;0;4320
Vente;385000.0;19360;4;128;0;4320
Vente;83000.0;19360;4;230;0;1128
Vente;84000.0;19210;4;400;0;0
Vente;244965.0;19270;4;43;0;1844
Vente;244965.0;19270;4;43;0;500
Vente;37100.0;19210;4;100;0;347
Vente;45000.0;19240;4;43;0;239
Vente;120000.0;19120;4;200;0;509
Vente;60000.0;19500;4;70;0;54
Vente;5000.0;19600;4;400;0;123
Vente;170000.0;19130;4;3500;0;1888
Vente;29000.0;19240;4;100;0;396
Vente;400000.0;19100;4;400;0;4150
Vente;144000.0;19100;4;48;0;245
Vente;50000.0;19130;4;200;0;0
Vente;60000.0;19500;4;180;0;246
Vente;135000.0;19190;4;119;0;102
Vente;145000.0;19100;4;40;0;55
Vente;147000.0;19100;4;258;0;1500
Vente;150000.0;19100;4;34;0;538
Vente;310000.0;19100;4;45;0;110
Vente;22000.0;19210;4;70;0;163
Vente;26000.0;19230;4;39;0;24
Vente;255000.0;19100;4;440;0;182
Vente;6500.0;19100;4;165;0;0
Vente;260000.0;19100;4;63;0;798
Vente;145000.0;19270;4;97;0;525
Vente;145000.0;19270;4;92;0;525
Vente;450000.0;19360;4;854;0;1940
Vente;105000.0;19100;4;122;0;0
Vente;100000.0;19100;4;0;0;2398
Vente;119000.0;19100;4;200;0;264
Vente;280000.0;19100;4;188;0;270
Vente;280000.0;19100;4;64;0;270
Vente;60000.0;19100;4;100;0;180
Vente;25000.0;19230;4;0;0;1753
Vente;110000.0;19190;4;105;0;109
Vente;4250000.0;19270;4;8565;0;32600
Vente;1.0;19240;4;0;0;28
Vente;3000.0;19130;4;0;0;3910
Vente;430000.0;19360;4;280;0;2993
Vente;430000.0;19360;4;357;0;2993
Vente;347000.0;19100;4;71;0;691
Vente;75000.0;19100;4;107;0;432
Vente;70000.0;19100;4;92;0;0
Vente;60000.0;19410;4;81;0;166
Vente;380000.0;19100;4;0;0;1655
Vente;134780.0;19310;4;123;0;253
Vente;134780.0;19310;4;335;0;253
Vente;240000.0;19360;4;540;0;3073
Vente;80000.0;19100;4;320;0;583
Vente;90000.0;19100;4;25;0;32
Vente;120000.0;19270;4;162;0;0
Vente;120000.0;19270;4;60;0;0
Vente;1.0;19500;4;70;0;528
Vente;351679.0;19230;4;148;0;130
Vente;175000.0;19100;4;30;0;746
Vente;150000.0;19100;4;126;0;111
Vente;510000.0;19100;4;28;0;1255
Vente;120000.0;19100;4;95;0;0
Vente;100000.0;19120;4;770;0;2950
Vente;100000.0;19270;4;413;0;500
Vente;100000.0;19270;4;413;0;3074
Vente;165000.0;19100;4;40;0;330
Vente;170000.0;19190;4;820;0;644
Vente;235000.0;19240;4;18;0;698
Vente;235000.0;19240;4;18;0;500
Vente;170000.0;19100;4;150;0;303
Vente;140000.0;19360;4;300;0;1266
Vente;505000.0;19100;4;435;0;1748
Vente;505000.0;19100;4;788;0;1748
Vente;395000.0;19100;4;564;0;639
Vente;90000.0;19190;4;139;0;134
Vente;85000.0;19270;4;554;0;1756
Vente;100000.0;19100;4;652;0;640
Vente;184000.0;19120;4;525;0;3378
Vente;90000.0;19120;4;1345;0;319
Vente;33000.0;19210;4;312;0;817
Vente;33000.0;19210;4;201;0;817
Vente;105500.0;19130;4;60;0;176
Vente;80000.0;19600;4;290;0;1834
Vente;170000.0;19100;4;487;0;0
Vente;200000.0;19100;4;23;0;340
Vente;158000.0;19100;4;935;0;963
Vente;68000.0;19100;4;73;0;0
Vente;135000.0;19100;4;76;0;244
Vente;220000.0;19100;4;244;0;1256
Vente;220000.0;19100;4;421;0;1256
Vente;10000.0;19230;4;1002;0;415
Vente;10000.0;19230;4;642;0;210
Vente;10000.0;19230;4;968;0;986
Vente;56000.0;19270;4;15;0;122
Vente;180500.0;19360;4;304;0;653
Vente;125000.0;19230;4;25;0;500
Vente;125000.0;19230;4;25;0;1998
Vente;100000.0;19350;4;32;0;2233
Vente;100000.0;19350;4;185;0;2233
Vente;225000.0;19100;4;60;0;373
Vente;900000.0;19360;4;9217;0;11860
Vente;80000.0;19100;4;600;0;1500
Vente;95000.0;19600;4;23;0;2000
Vente;95000.0;19600;4;23;0;2494
Vente;95000.0;19410;4;54;0;463
Vente;130000.0;19310;4;330;0;992
Vente;80500.0;19130;4;70;0;287
Vente;276350.0;19500;4;70;0;890
Vente;85000.0;19130;4;611;0;639
Vente;105000.0;19360;4;85;0;786
Vente;260000.0;19100;4;60;0;109
Vente;273500.0;19270;4;50;0;650
Vente;273500.0;19270;4;50;0;1250
Vente;210000.0;19100;4;72;0;231
Vente;880000.0;19270;4;1914;0;2585
Vente;34000.0;19270;4;61;0;397
Vente;34000.0;19270;4;0;0;397
Vente;40000.0;19360;4;1748;0;1356
Vente;40000.0;19360;4;1748;0;500
Vente;100000.0;19100;4;300;0;1090
Vente;1375000.0;19360;4;1160;0;4524
Vente;1375000.0;19360;4;1240;0;4524
Vente;1375000.0;19360;4;1240;0;3920
Vente;1375000.0;19360;4;1160;0;3920
Vente;138500.0;19130;4;35;0;0
Vente;180000.0;19100;4;95;0;542
Vente;180000.0;19100;4;30;0;542
Vente;180000.0;19100;4;102;0;542
Vente;160000.0;19240;4;166;0;800
Vente;160000.0;19240;4;166;0;696
Vente;70000.0;19360;4;140;0;894
Vente;137000.0;19130;4;0;0;2492
Vente;97500.0;19100;4;136;0;68
Vente;102000.0;19100;4;148;0;397
Vente;130000.0;19410;4;926;0;559
Vente;2403000.0;19360;4;1715;0;7260
Vente;132000.0;19270;4;60;0;351
Vente;80000.0;19100;4;198;0;246
Vente;145500.0;21000;4;139;0;0
Vente;272000.0;21000;4;26;0;271
Vente;110000.0;21220;4;40;0;0
Vente;289000.0;21600;4;599;0;1200
Vente;370000.0;21000;4;366;0;0
Vente;770790.0;21000;4;1002;0;2891
Vente;100000.0;21130;4;79;0;0
Vente;1200000.0;21000;4;0;0;600
Vente;1200000.0;21000;4;812;0;1379
Vente;1250000.0;21000;4;1097;0;1871
Vente;140000.0;21000;4;956;0;0
Vente;690000.0;21600;4;12060;0;36505
Vente;850000.0;21800;4;0;0;9672
Vente terrain à bâtir;66000.0;21490;4;121;0;340
Vente;287000.0;21600;4;550;0;2137
Vente;199970.0;21000;4;109;0;0
Vente;271900.0;21110;4;0;0;1130
Vente;74500.0;21130;4;0;0;1587
Vente;15000.0;21000;4;12;0;0
Vente;15000.0;21000;4;12;0;0
Vente;150000.0;21800;4;95;0;0
Vente;429000.0;21000;4;176;0;440
Vente;155064.0;21380;4;25;0;0
Vente;72000.0;21000;4;10;0;0
Vente;72000.0;21000;4;130;0;0
Vente;120000.0;21000;4;398;0;0
Vente;120000.0;21000;4;12;0;0
Vente;120000.0;21000;4;377;0;0
Vente;106500.0;21000;4;227;0;0
Vente;106500.0;21000;4;10;0;0
Vente;106500.0;21000;4;10;0;0
Vente;106500.0;21000;4;10;0;0
Vente;558000.0;21000;4;12;0;0
Vente;558000.0;21000;4;12;0;0
Vente;558000.0;21000;4;12;0;0
Vente;558000.0;21000;4;630;0;0
Vente;558000.0;21000;4;12;0;0
Vente;558000.0;21000;4;12;0;0
Vente;558000.0;21000;4;12;0;0
Vente;558000.0;21000;4;12;0;0
Vente;72000.0;21000;4;100;0;0
Vente;72000.0;21000;4;100;0;0
Vente;26400.0;21000;4;11;0;0
Vente;26400.0;21000;4;11;0;0
Vente;26400.0;21000;4;11;0;0
Vente;400000.0;21000;4;110;0;0
Vente;400000.0;21000;4;145;0;0
Vente;400000.0;21000;4;17;0;0
Vente;400000.0;21000;4;12;0;0
Vente;400000.0;21000;4;17;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;311;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;630;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;391;0;0
Vente;370000.0;21000;4;165;0;0
Vente;370000.0;21000;4;29;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;24;0;0
Vente;370000.0;21000;4;77;0;0
Vente;370000.0;21000;4;12;0;0
Vente;370000.0;21000;4;12;0;0
Vente;192270.0;21000;4;132;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;388;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;144;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente;235000.0;21000;4;13;0;0
Vente en l'état futur d'achèvement;97294.6;21000;4;19;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;410000.0;21000;4;12;0;0
Vente;603270.0;21000;4;185;0;0
Vente;603270.0;21000;4;12;0;0
Vente;603270.0;21000;4;12;0;0
Vente;603270.0;21000;4;229;0;0
Vente;195099.0;21121;4;32;0;597
Vente;404900.0;21560;4;8;0;1054
Vente;1400000.0;21121;4;1107;0;4030
Vente en l'état futur d'achèvement;113186.82;21000;4;20;0;0
Vente;1000000.0;21300;4;640;0;0
Vente;270000.0;21600;4;250;0;951
Vente;270000.0;21600;4;70;0;196
Vente;262000.0;21800;4;160;0;998
Vente;200000.0;21800;4;78;0;0
Vente;200000.0;21800;4;156;0;0
Vente;50000.0;21130;4;63;0;0
Vente;110000.0;21130;4;476;0;905
Vente;21900.0;21121;4;266;0;0
Vente;700000.0;21300;4;617;0;3017
Vente;700000.0;21300;4;381;0;3017
Vente;50000.0;21000;4;34;0;0
Vente;288000.0;21220;4;164;0;1017
Vente;200000.0;21490;4;524;0;1826
Vente;124540.0;21000;4;9;0;0
Vente;1.0;21000;4;23518;0;70228
Vente;595000.0;21121;4;219;0;431
Vente;230000.0;21370;4;400;0;878
Vente;378900.0;21000;4;34;0;70
Vente;30000.0;21220;4;29;0;0
Vente;83000.0;21000;4;38;0;0
Vente;160000.0;21800;4;225;0;0
